name,category,neighborhood,address,phone,lat,lng,tier,product_tags,recognition,what_to_order,price_range,reservation,best_time,notes,verdict,caveat,best_night,hot_this_month,source_tier,maps,still_open,last_verified,geo_precision
Baylan Pastanesi,coffee-gardens,,,,,,several,,,,PASTANE,,,"Opened in 1923 by Filip Lenas, a Greek of Albanian origin, with his cousin Yorgi Kiriçi — first in Deva Çıkmazı under the name Loryan, the Turkish ear's rendering of ""Le Orient"" — and moved onto İstiklal Caddesi, into the Luvr Apartmanı, in 1928. The Kadıköy branch that most people now mean by ""Baylan"" was opened in 1961 by Mikail Lenas. The Kup Griye is the house's own: created by Harry Lenas in 1954, vanilla and caramel ice cream under whipped cream, honeyed almonds and caramel sauce, served with a kedidili biscuit. The business passed to the Altınmarka group, owner of Kahve Dünyası, in 2009","The republic's oldest pâtisserie, and one dessert that was invented inside it in 1954.",,,,reported,https://www.google.com/maps/search/?api=1&query=Baylan+Pastanesi+Istanbul,confirmed,2026-08-15,none
Mado,street-food,,,,,,several,,,,DONDURMA,,,"The company's own history page traces the thing back to snow carried down from Ahır Dağı above Kahramanmaraş, which ""Osman Ağa"" enriched with milk, honey and salep. His descendants Mehmet, Atilla and Erdal Kanbur turned it into an industry — Yaşar Kanbur began by making and selling ice cream from a small shop next to the Aras bus garage — with a Kahramanmaraş factory in 1965, machines in 1970, the MARDO brand in 1984 and real modernisation in 1989. The house dates itself to 1850. Two ingredients do all the work: goat milk, which is why the company runs its own ""MADO Beyazı"" goat farm, and sale","The Kahramanmaraş ice cream you cut with a knife — and the chain that industrialised it, which is both the point and the limit.",,,,reported,https://www.google.com/maps/search/?api=1&query=Mado+Istanbul,confirmed,2026-08-15,none
Meşhur Dondurmacı Ali Usta,street-food,,,,,,several,,,,UNVERIFIED,,,"What is actually on record: OpenStreetMap carries a point of interest named ""Meşhur Dondurmacı Ali Usta"" on Moda Caddesi in Caferağa Mahallesi, Kadıköy, with the telephone +90 216 414 1880 attached. There is no company website, no published hours, and no dated confirmation from any source I trust that the counter was serving in August 2026. That is not a claim it has closed — closure would be a finding, and I do not have one. It is a gap, and the gap is the honest thing to publish rather than a confident pin. Every other entry in this section was checked against a live company website or a fet","Moda's ice-cream counter, the one every Kadıköy list names — and the one entry here I could not confirm is trading.",Not re-confirmed as trading when we checked on 2026-08-15 — call ahead.,,,reported,https://www.google.com/maps/search/?api=1&query=Me%C5%9Fhur+Dondurmac%C4%B1+Ali+Usta+Istanbul,unverified,2026-08-15,none
Solera Wine Bar,natural-wine,,,,,,several,,,,WINE,,,"Opened 1 October 2011 on Yeni Çarşı Caddesi and pours only domestic producers — red, white, rosé, sparkling and fruit wine, no imports on the card. Since 2013 the house has farmed its own vineyard at Gaziköy in Tekirdağ, on the Marmara shore of Thrace, and runs its own Şarap Tadımı tasting evenings walking guests through Turkish varieties region by region. This is the room where the argument that Turkey has a wine culture rather than a wine industry gets made in glasses rather than in print. The Thracian producers you will meet here — Chamlija, founded 2007 by Mustafa Çamlıca on the decomposed","An all-Turkish list in a narrow Beyoğlu room, 300 metres off İstiklal.",,,,reported,https://www.google.com/maps/search/?api=1&query=Solera+Winery+Istanbul,confirmed,2026-08-15,none
Sensus Wine Boutique,natural-wine,,,,,,several,,,,WINE,,,"The Galata room on Büyük Hendek Caddesi was the first; the business now runs thirteen shops across Türkiye, from Kavaklıdere in Ankara to Çeşme, Bursa and İzmir, and says so on its own site. The buying is done on quarterly tasting tours through seven Turkish wine regions, direct from boutique producers, and the same trips bring back the cheese, charcuterie, honey, olives and oil that fill the counter. It is a shop that lets you sit down, not a bar with a shelf — which is why the pairing plate is the point rather than an afterthought. Time Out Istanbul has carried it for years as the Turkish wi",A stone cellar at the foot of the Galata Tower that sells the cheese as seriously as the wine.,,,,reported,https://www.google.com/maps/search/?api=1&query=Sensus+Wine+Boutique+Istanbul,confirmed,2026-08-15,none
Viktor Levi Şarap Evi,natural-wine,,,,,,several,,,,SINCE 1914,,,"Viktor Levi was the son of a Gelibolu sardine family who moved into grapes on Bozcaada, then opened his own şaraphane in Istanbul after the established houses — Pano, Diamandi, İzmirli, Sofaki — refused him a fair price for his wine. He ran it until his death in 1967; his cousin Yasef held it until 1985, then left for America and the doors shut. It stayed closed for fourteen years until Fevzi Büyükerol bought the property in 1999 and spent about a year rebuilding the interior to the original materials and style before reopening it in Moda. The garden behind Damacı Sokak is the reason people st",A garden wine house in Moda with a founder's story and a fourteen-year gap in the middle of it.,,,,reported,https://www.google.com/maps/search/?api=1&query=Viktor+Levi+%C5%9Earap+Evi+Istanbul,confirmed,2026-08-15,none
"Orient Bar, Pera Palace",hotel-bars,,,,,,several,,,,HOTEL BAR,,,"As of this check the hotel's own page states the Orient Bar is out of service until the end of the summer season, so do not walk up expecting it. What is open in its place is the Orient Terrace on the ground floor, lobby side, over the Golden Horn: 09:00 to 23:00 for the full menu and 23:00 to 02:00 for drinks only. Upstairs, Room 411 is kept as the Agatha Christie room — 46 square metres of period furniture, a library of her books in several languages and a replica of her typewriter, and it is bookable as a guest room rather than roped off as a museum. Smart casual on the terrace; the hotel e",The lobby-floor bar of the hotel built in 1892 for passengers off the Orient Express — currently dark for the season.,A limited run — check the end date before you plan around it.,,,reported,https://www.google.com/maps/search/?api=1&query=Orient+Bar+Pera+Palace+Istanbul,unverified,2026-08-15,none
"Kubbeli Lounge, Pera Palace",hotel-bars,,,,,,several,,,,PIANO TEA,,,"The Kubbeli — kubbe is Turkish for dome — is the high-ceilinged salon the hotel built its social life around, and it is the room to use while the Orient Bar is shut. The house lists traditional afternoon tea accompanied by the piano of Aslı Güral, which is unusual: hotels rarely name the musician. Daylight through the high windows is the whole design brief of the room, so it reads completely differently at four in the afternoon than the bar does at eleven at night. It is a hotel salon, priced as one.","Afternoon tea under the domes, with a pianist named on the hotel's own page.",,,,reported,https://www.google.com/maps/search/?api=1&query=Kubbeli+Lounge+Pera+Palace+Istanbul,confirmed,2026-08-15,none
"Le Fumoir and C Lounge, Çırağan Palace Kempinski",hotel-bars,,,,,,several,,,,PALACE,,,"The hotel runs its drinking rooms as separate registers and publishes the code for each: Le Fumoir takes bar snacks at smart casual, C Lounge is the casual bar, Çırağan Bar handles refined spirits and cocktails at chic casual, and Gazebo is the lobby lounge, an Ottoman-garden conceit with the water in front of it. Tuğra, the palace's Turkish fine-dining room, is the formal end of the same building. Worth knowing before you plan an evening on the European shore: Rüya İstanbul, which appears elsewhere in this guide as a new-wave Anatolian kitchen, is also inside this hotel. The palace was the im","Two bars inside a nineteenth-century Ottoman palace on the Bosphorus, with a dress code each.",,,,reported,https://www.google.com/maps/search/?api=1&query=Le+Fumoir+%C3%87%C4%B1ra%C4%9Fan+Palace+Kempinski+Istanbul,confirmed,2026-08-15,none
The Listening Room at Arkestra,listening,,,,,,several,,,,HI-FI,,,"Arkestra occupies a former residential villa built in the 1960s and splits it three ways: the ground-floor restaurant with an open kitchen and courtyard, a 32-cover bistro called Ritmo with its own private entrance and mirrored ceilings, and the Listening Room upstairs. The Listening Room runs a weekly rotation where selectors either pull from the house record collection or bring their own, over craft cocktails, palm-tree feature walls and low tables. The honest catch, stated by the house: it currently welcomes restaurant guests only, so it is not a room you can walk into off the street. Cenk ","A hi-fi room with a wall of vinyl on the upper floor of a one-star restaurant, in a 1960s villa in Etiler.",,,,reported,https://www.google.com/maps/search/?api=1&query=The+Listening+Room+at+Arkestra+Istanbul,confirmed,2026-08-15,none
Kontra Plak,art,,,,,,several,,,,RECORDS,,,"Two doors from Galatasaray Lisesi on the street that has quietly become Beyoğlu's record row, Kontra carries new and second-hand Turkish and foreign vinyl, CDs, cassettes and music books in both Turkish and English, plus turntables, cartridges and headshells. Its own site was showing arrivals dated August 2026 when this guide checked, which is the only proof of life that matters for a shop. It runs named strands rather than one-off events — Dinleme Odası, the listening room; Kontra'da; Örümcek; Just Kids — and takes part in Record Store Day with in-store concerts. Context for why this matters:","An independent record shop trading on Yeni Çarşı since 2012, with a listening-room programme attached.",,,,reported,https://www.google.com/maps/search/?api=1&query=Kontra+Plak+Istanbul,confirmed,2026-08-15,none
Analog Kültür,listening,,,,,,several,,,,HI-FI SHOP,,,"It opened on Record Store Day 2014, when DJ and producer Kaan Düzarat went looking for somewhere to move his studio and decided the studio should be a record shop too. His reasoning, in his own words: in late 2013 there were very few shops in the city and none where you could reliably find good electronic music, old or new, so he built a room to share whatever passed his own filter. About eighty percent of the archive is second-hand — 45s and albums from the seventies and eighties, house, techno, drum and bass, synthwave and krautrock from the nineties and 2000s, then jazz, funk, soul, bossa, ",A record shop and studio on a Şahkulu cul-de-sac that also cuts one-off lathe records.,,,,reported,https://www.google.com/maps/search/?api=1&query=Analog+K%C3%BClt%C3%BCr+Istanbul,confirmed,2026-08-15,none
Akmar Pasajı,art,,,,,,several,,,,ARCADE,,,"It stands on the site of the Özel Marmara Koleji, a school founded in 1957 whose building was damaged by adjacent construction in 1980, demolished, and replaced in 1982 by an office block with shops on the lower floors. The name is a splice: Akdik, the owning family's surname, and syllables lifted from the school's. It runs through between Mühürdar Caddesi and Neşet Ömer Sokak, which is why half of Kadıköy uses it as a shortcut without ever stopping, and it holds a specific place in Istanbul's fanzine, metal and rock history — enough that in 1999 it was subject to a police raid on unfounded cl",The Kadıköy arcade that has been the city's second-hand book and record warren since 1982.,,,,reported,https://www.google.com/maps/search/?api=1&query=Akmar+Pasaj%C4%B1+Istanbul,confirmed,2026-08-15,none
Kadıköy Plak Kulübü,listening,,,,,,several,,,,RECORDS,,,"It sits in the Kadıköy İş Merkezi on Neşet Ömer Sokak — the far end of the same short block that Akmar Pasajı empties into, so the two are one walk. The shop splits its stock plainly: Turkish records, foreign records, rock, plus CDs, cassettes and turntables, and it buys second-hand collections in as well as selling them, which is what keeps the Turkish racks moving. Its own storefront was showing live pricing and current stock at this check. Between this and the arcade you can do the entire Kadıköy record run in under an hour without crossing a main road.","A working Asian-side record shop, open every day, that also sells the turntable.",,,,reported,https://www.google.com/maps/search/?api=1&query=Kad%C4%B1k%C3%B6y+Plak+Kul%C3%BCb%C3%BC+Istanbul,confirmed,2026-08-15,none
Tarihi Cumhuriyet Meyhanesi,listening,,,,,,several,,,,FASIL,,,"The house was founded before the Republic was declared and, by its own account, was named by Atatürk himself — take that as the family's claim, not a documented fact, but the table it says he sat at is still kept permanently reserved, and the house has traded under the name since 1923. It is one street off the Beyoğlu fish market on Sahne Sokak, open every day from noon to midnight, with Turkish traditional live music listed as a standing feature rather than a weekend booking. The meze card carries the old Istanbul minority repertoire that most of Beyoğlu has quietly dropped: topik with carame",A Balık Pazarı meyhane with live Turkish music every night and a table that has been reserved since 1938.,,,,reported,https://www.google.com/maps/search/?api=1&query=Tarihi+Cumhuriyet+Meyhanesi+Istanbul,confirmed,2026-08-15,none
Babylon,listening,,,,,,several,,,,LIVE,,,"Time Out Istanbul calls it the city's premier live music venue, and the programme backs it rather than the reputation carrying it: at this check the calendar ran from the Babylon Soundgarden Festival at Bonus Parkorman on 22 and 23 August through Ben LaMar Gay Ensemble on 1 October, Yazmin Lacey on 7 October, Kassa Overall on 9 October, the Samora Pinderhughes Quintet with Elena Pinderhughes on 10 October, Kelly Lee Owens DJ set on 16 October, and Bilal marking twenty-five years of 1st Born Second on 11 December. That is a jazz and left-field booking policy, not a covers room. It sits on Silah","The city's long-running live room in the old Bomonti brewery quarter, booking hard through winter 2026.",,,,reported,https://www.google.com/maps/search/?api=1&query=Babylon+Bomonti+Istanbul,confirmed,2026-08-15,none
Fiba Salon İKSV,listening,,,,,,several,,,,CONCERTS,,,"Open since 2010 as Salon İKSV in the foundation's Nejat Eczacıbaşı building on Sadi Konuralp Caddesi, it takes the name Fiba Salon İKSV from the autumn 2026 season under a sponsorship with Fiba Grubu. İKSV's own announcement is unusually candid about what the room is for: its chair describes it as where a great many young people first encountered the foundation. The partnership widens the programme beyond concerts into theatre, literature talks, science evenings and jazz-club nights, so the booking pattern you find will not match what the room did five years ago. It is a proper seated hall run",The İKSV concert hall that has just changed its name for the first time since 2010.,,,,reported,https://www.google.com/maps/search/?api=1&query=Fiba+Salon+%C4%B0KSV+Istanbul,confirmed,2026-08-15,none
KOLI Art Space,Collective,Kadıköy,,,40.991295,29.024563,several,Queer community|Exhibitions|Performance|Music,,,ART SPACE,,,"Founded 2021 by Elçin Acun and Yasemin Kalaycı. Non-profit production and exhibition space supporting feminist and queer artists, on identity and gender fluidity. Showed at Contemporary Istanbul CI BLOOM 2026.",An artist-run space with a programme that runs late.,Not re-confirmed as trading when we checked on 2026-08-11 — call ahead.,,Part of the Biennial's 2026 local-initiative programme,reported,https://www.google.com/maps/search/?api=1&query=KOLI+Art+Space+Istanbul,unverified,2026-08-11,neighborhood
NOKS (formerly TOZ),Collective,Kadıköy,,,40.991295,29.024563,several,Artist-run|Non-profit,,,COLLECTIVE,,,"Began 2015 as TOZ, founded by Ece Elder, Elvan Ekren, Sinem Dişli and Volkan Kızıltunç; NOKS after 2018, run by Kızıltunç and Ekren. Showed at Contemporary Istanbul CI BLOOM 2026; SAHA-supported.","A collective space in Kadıköy, formerly TOZ.",Not re-confirmed as trading when we checked on 2026-08-11 — call ahead.,,,reported,https://www.google.com/maps/search/?api=1&query=NOKS+%28formerly+TOZ%29+Istanbul,unverified,2026-08-11,neighborhood
BAS · AVTO,Collective,Istanbul,,,41.006381,28.975872,several,Artist books|Experimental,,,ARTIST RUN,,,Long-running independent spaces — artist books and experimental programming. SAHA Sustainability Fund supported.,Artist books and an adjoining project space.,Not re-confirmed as trading when we checked on 2026-08-11 — call ahead.,,,reported,https://www.google.com/maps/search/?api=1&query=BAS+%C2%B7+AVTO+Istanbul,unverified,2026-08-11,neighborhood
Nublu Istanbul / Nublu Records,Collective,Istanbul,,,41.006381,28.975872,several,Label|Live room|Jazz,,,JAZZ/CLUB,,,"İlhan Erşahin's label and room, founded 2005 as the extension of the Nublu sound from New York's Lower East Side. The most internationally connected music operation in the city",The Istanbul arm of the New York label and club.,Not re-confirmed as trading when we checked on 2026-08-15 — call ahead.,,"Istanbul Sessions released their sixth album, Mahalle, on 16 January 2026",reported,https://www.google.com/maps/search/?api=1&query=Nublu+Istanbul+%2F+Nublu+Records+Istanbul,unverified,2026-08-15,neighborhood
Sazzou,Jazz,"Hilton İstanbul Bosphorus, Harbiye",,,41.045238,28.991014,several,Jazz|Cocktails,,,JAZZ,,Evening,Built around jazz and cocktail culture — live jazz plus vinyl DJ sets.,A small jazz room with a live programme.,Not re-confirmed as trading when we checked on 2026-08-11 — call ahead.,Wed,The first serious new jazz room in a while — just opened,reported,https://www.google.com/maps/search/?api=1&query=Sazzou+Istanbul,unverified,2026-08-11,neighborhood
"The sequence, start to finish",hammam,,,,,,several,,,,THE SEQUENCE,,,"An Ottoman bath is one room type repeated: a cold entrance hall, a warm transitional room, a hot room, and a furnace you never see. You arrive into the camekân (also written camegâh), the domed hall, and sign in at reception. You get a numbered key and a cabin, you strip, you wrap. Then you walk into the hararet — the hot room — and lie on the göbek taşı, the raised marble platform heated from beneath, until your skin softens. Kılıç Ali Paşa puts that wait at fifteen to twenty minutes and it is not filler; the scrub does not work on cold skin. Only then does the attendant come. Kılıç Ali Paşa ","Camekân, göbek taşı, kese, foam, rinse — allow ninety minutes to two hours, and do not plan anything after it.",,,,reported,,confirmed,2026-08-15,none
"What you wear, and the nudity rule",hammam,,,,,,several,,,,WHAT TO WEAR,,,"The peştemal — a flat-woven cotton wrap — is the whole costume, and it stays on. Kılıç Ali Paşa states it in writing: it is not permitted to be completely nude on the premises, and you must be covered from the waist down. Galatasaray prints the same rule in Turkish on its booking pages. This is the most common false expectation people arrive with, in both directions: some brace for a nudity ordeal that does not happen, others strip off and get corrected. Underwear or a bikini bottom stays on under the wrap. Zeyrek keeps disposable underwear on hand but still advises bringing your own spare; Sü",You are not naked. In most of these houses being fully naked is explicitly forbidden.,,,,reported,,confirmed,2026-08-15,none
Gendered hours — the way this trip actually fails,hammam,,,,,,several,,,,GENDER HOURS,,,"There is no single rule in Istanbul. Some baths are çifte — twin buildings under one roof, a men's half and a women's half behind separate street doors. Some are a single bath sliced by the clock, with a dead changeover in between. Some are mixed and take couples and families together. And at least one is currently not serving women at all. Two things bite hardest. First, the last reservation is often hours before closing, so the published closing time is not when you can still turn up. Second, two houses on this list — Cağaloğlu and Galatasaray — describe men's and women's sections but publis","Four systems across nine buildings, and two houses that do not publish the split at all. Get it wrong and you have crossed a city to a locked door.",,,,reported,,confirmed,2026-08-15,none
"The money, the extras and the hard sell",hammam,,,,,,several,,,,THE MONEY,,,"Two houses state it in writing and the rest operate the same way: the traditional hammam ritual does not include an oil massage. Kılıç Ali Paşa — 'a traditional hammam ritual treatment does not include a massage. A separate reservation is required.' Galatasaray — the same line in Turkish, asking you to declare it when you book. A massage means a separate room, a separate therapist, a separate booking and a separate bill, and at Kılıç Ali Paşa it costs more than the bath itself (₺4,600 for fifty minutes against ₺4,300 for the ritual). Expect it to be offered warmly while you are wet, wrapped an",The massage is not in the bath price. It has never been in the bath price. Say no or budget for it.,,,,reported,,confirmed,2026-08-15,none
Who should not go in,hammam,,,,,,several,,,,DO NOT GO IF,,,"This is a 40°C room at around 70% humidity with a stranger applying pressure to your body for half an hour, and the houses take the medical side more seriously than most spas. Zeyrek publishes the longest list: hammam services are not recommended for guests with cardiovascular disease, high or low blood pressure, respiratory disease including asthma, bronchitis and COPD, diabetes, urinary tract infection, recent surgery or cancer treatment — and guests with severe skin problems such as burns, allergies, open wounds, or with epilepsy, cannot be served at all. Zeyrek also does not recommend the ","Two of these houses will refuse you at the door, and they are right to.",,,,reported,,confirmed,2026-08-15,none
Zeyrek Çinili Hamam,art,,,,,,several,,,,MUSEUM TOO,,,"Barbaros Hayreddin Paşa, grand admiral of the Ottoman fleet, commissioned it; the house credits Mimar Sinan, building during the reign of Süleyman the Magnificent, over a Byzantine cistern. The house does not publish a precise construction year on its history page, so treat the commonly quoted 1530s dating as convention rather than something you can source from the owner. The İznik tiles that gave the bath its name were lost long ago and are dispersed among European collections — the specific museums and the often-quoted tallies of recovered fragments and reconstructed patterns are widely repe","Sinan's bath for the grand admiral, back in service after a thirteen-year restoration — with a museum built into it.",,,,reported,https://www.google.com/maps/search/?api=1&query=Zeyrek%20%C3%87inili%20Hamam%20Istanbul,confirmed,2026-08-15,none
Kılıç Ali Paşa Hamamı,art,,,,,,several,,,,CLOCK SPLIT,,,"Mimar Sinan built this inside admiral Kılıç Ali Pasha's mosque and school complex to serve the levends, the crews of the Ottoman fleet, when Tophane was the working harbour. The house's own two pages date it slightly differently — 1578 to 1580 on one, 1578 to 1583 on another — so take it as late 1570s to early 1580s. The patron is worth knowing: born Giovanni Dionigi Galeni in Calabria, captured and set to work as a galley slave, he converted, rose to command the Ottoman navy, and appears in Italian sources as Occhiali and in Cervantes as Uchali. The hot room is a single great volume under a d","Sinan built it for the crews of the Ottoman navy. One dome, one bath, and the clock decides whether you are allowed in.",,,,reported,https://www.google.com/maps/search/?api=1&query=K%C4%B1l%C4%B1%C3%A7%20Ali%20Pa%C5%9Fa%20Hamam%C4%B1%20Istanbul,confirmed,2026-08-15,none
Ayasofya Hürrem Sultan Hamamı,hammam,,,,,,several,,,,PRICIEST DOOR,,,"Süleyman the Magnificent had Mimar Sinan build this in 1556–57 at the request of Hürrem Sultan, the woman Europe called Roxelana — born in Rohatyn in the Polish crown lands, taken into the harem, and one of very few women formally married to an Ottoman sultan. It sits between Hagia Sophia and the Blue Mosque, on the site of the ancient baths of Zeuxippus. Its architectural claim is specific and the house states it plainly: seventy-five metres long, and the first Ottoman bath built with the men's and women's halves as mirror images on a single axis — men's cold, warm and hot rooms running into ","Sinan's 1556 bath for Roxelana, built on the Roman baths of Zeuxippus — and priced like the square it stands on.",,,,reported,https://www.google.com/maps/search/?api=1&query=Ayasofya%20H%C3%BCrrem%20Sultan%20Hamam%C4%B1%20Istanbul,confirmed,2026-08-15,none
Cağaloğlu Hamamı,art,,,,,,several,,,,1741 ÇİFTE,,,"Constructed in 1741 under Mahmud I, begun by the architect Süleyman Ağa and completed by Abdullah Ağa, and endowed as a çifte public bath to generate revenue for the sultan's library inside Hagia Sophia. The bath paid for the books. Nothing on this scale followed it in Istanbul — the house calls it the last example of its kind built in the city. The two entrances are on different streets: the men's on the main road, up a staircase of ten steps between two marble columns with classic stalactite capitals, under an inscription of seven lines and twenty-eight verses; the women's on the side street",The last great bath the empire built — and it was built to pay for a library.,,,,reported,https://www.google.com/maps/search/?api=1&query=Ca%C4%9Falo%C4%9Flu%20Hamam%C4%B1%20Istanbul,confirmed,2026-08-15,none
Çemberlitaş Hamamı,art,,,,,,several,,,,06:00–24:00,,,"Built in 1584 for Nurbanu Sultan — valide sultan, and after Selim II's death the effective power inside the palace — with the takings endowed to her Atik Valide complex across the Bosphorus in Üsküdar. The Sinan attribution is conventional but should be held loosely: the house itself words it as 'attributed to Mimar Sinan' rather than claiming it flatly, which is the honest position and rarer than it should be in this trade. A fire in 1865 and the widening of Divan Yolu in 1868 took part of the building, and the great domed changing hall in every photograph of this bath is the men's. The women","A queen mother's bath, funding a mosque across the water, open eighteen hours a day.",,,,reported,https://www.google.com/maps/search/?api=1&query=%C3%87emberlita%C5%9F%20Hamam%C4%B1%20Istanbul,confirmed,2026-08-15,none
Süleymaniye Hamamı,hammam,,,,,,several,,,,MIXED €90,,,"A bath in the Süleymaniye quarter trading on 'Since 1550' and crediting Mimar Sinan, run quite unlike anything else on this list. Note the house's own arithmetic wobbles — its FAQ calls the building 472 years old, which would put it at 1554 rather than 1550 — so take the founding year as approximate. During its main hours it takes only couples and families, together, in a shared communal room, and it will not separate partners once you are in: they state flatly that couples must take the scrub and massage together and that requests to split are not accommodated. Their wording throughout is 'co","Wood-fired since 1550 — the one place couples bathe together, and the one where every attendant is male.",A limited run or temporary regime — check before you plan around it.,,,reported,https://www.google.com/maps/search/?api=1&query=S%C3%BCleymaniye%20Hamam%C4%B1%20Istanbul,unverified,2026-08-15,none
Tarihi Galatasaray Hamamı,hammam,,,,,,several,,,,NO PRICES,,,"Part of the Galatasaray külliye, built with the complex in 1481 under Bayezid II. The house tells the founding story as legend: Bayezid walking the ground where the lycée and the bath now stand, meeting the revered Gül Baba in a hut, asking what he wanted, and being told to build a complex there with a great school and a great domed bath that would outlast centuries. Gül Baba's tomb is still inside the complex. The better-documented detail is later: Fethi İsfendiyaroğlu, who wrote the history of Galatasaray and studied there himself, recorded that in his day the boarders were marched down from","1481, inside the Galatasaray complex — and it will not tell you what it costs until you are in the booking flow.",,,,reported,https://www.google.com/maps/search/?api=1&query=Tarihi%20Galatasaray%20Hamam%C4%B1%20Istanbul,confirmed,2026-08-15,none
Ağa Hamamı,hammam,,,,,,several,,,,LIRA MIXED,,,"A small bath in the Çukurcuma streets below Galatasaray, with the most transparent pricing in this section: entrance, scrub and foam listed as three separate numbers you add up yourself, with card and cash totals printed side by side. It is a mixed hammam — the house's own history page says it has served as a mixed bath for over a decade — which makes it, with Süleymaniye, one of only two places here where a couple can bathe together. Be clear about what that same sentence says, though: the house describes itself as serving only tourists. This is not a neighbourhood bath and does not claim to ","Mixed, priced in lira, itemised line by line — and well under the Sultanahmet houses for the same three things.",,,,reported,https://www.google.com/maps/search/?api=1&query=A%C4%9Fa%20Hamam%C4%B1%20Istanbul,confirmed,2026-08-15,none
Tarihi Üsküdar Çinili Hamamı,hammam,,,,,,several,,,,STILL LOCAL,,,"Cross to the Asian side for the one bath on this list that is not selling anything. It was built in 1640 for Kösem Sultan as one of four buildings in her Çinili complex — mosque, library, guardhouse and bath — and its original job was washing the masons putting up the Çinili Camii. The house adds a detail worth carrying: Kösem died once the women's section was finished, and her brother saw the construction through. Do not go for the tiles: the İznik work that gave the bath its name was stolen long ago, and the operators used blue stone on the walls instead to keep faith with the original idea.","1640, two-metre walls, a tonne of firewood a winter, cash only — and nobody is going to explain anything to you in English.",Not re-confirmed as trading when we checked on 2026-08-16 — call ahead.,,,reported,https://www.google.com/maps/search/?api=1&query=Tarihi%20%C3%9Csk%C3%BCdar%20%C3%87inili%20Hamam%C4%B1%20Istanbul,unverified,2026-08-15,none
Tıraş — the full berber,rituals,,,,,,several,,,,BARBER,,,"The berber is a licensed trade with its own chamber — the İstanbul Erkek Berberleri Usta ve Kalfaları Esnaf ve Sanatkârlar Odası, whose site was live on 16 August 2026 — and licensed shops display a tarife. That is the point worth carrying: unlike almost everything else in this section, you can ask to see a price list and it is a normal thing to ask. The ear-singeing that finishes the shave is not a stunt for tourists. A flame or a lit wick is run fast over the top of the ear and the cheekbone to take off the fine hair; it lasts two seconds and it does not hurt. The cologne that comes last is ","Cut, cut-throat shave, ear-singe, cologne. A licensed trade, which means there is a printed tariff you are entitled to see.",,,,reported,,confirmed,2026-08-15,none
Rimedzo Barber Shop,rituals,,,,,,several,,,,WALK-IN,,,"The shop's own site gives 1986 as its starting year — nearly four decades in the same doorway, three minutes from the busiest tourist square in Turkey, which is the improbable part. What makes it worth naming is not a technique, it is a habit: the site publishes its price list as an image and states plainly that prices may be updated at the shop, which is an unusual amount of candour in this postcode. Knowing the number before the cape goes on is worth more to a visitor here than any particular fade.","One shop, one back street behind Hagia Sophia, and a price list you are told to look at before you sit.",,,,reported,https://www.google.com/maps/search/?api=1&query=Rimedzo%20Barber%20Shop%20Istanbul,confirmed,2026-08-15,none
2.a Berber Barbershop,rituals,,,,,,several,,,,HOT TOWEL,,,"Most Istanbul shops will shave you with an open razor if you ask; this one sells it as the thing it does, describing itself in its own words as one of the few places in Istanbul to offer a professional hot-towel, cut-throat razor shaving service. It sits on a side street on the slope above Karaköy and publishes its prices in lira with euro and dollar equivalents beside them, which is honest about who walks in. The useful detail for anyone working a boat: by prior arrangement they will come to you, to a flat or to premises, and cut a whole crew in one go.",One of the few shops in Istanbul that sells the cut-throat wet shave as a named service and prints what it costs.,,,,reported,https://www.google.com/maps/search/?api=1&query=2.a%20Berber%20Barbershop%20Istanbul,confirmed,2026-08-15,none
"The hamam, and the clock on the door",rituals,,,,,,several,,,,GENDER CLOCK,,,"Most historic Istanbul hamams give men and women the same marble at different hours, and the session times are the single most important thing to check before you cross the city. Kılıç Ali Paşa Hamamı, Sinan's bath of about 1583 for the crews of the Ottoman navy — already covered in this guide's bathhouse section — publishes the split on its own site and it is unambiguous: women 08:00–16:00, men 16:45–23:30. That is the shape of the problem in one line. A woman arriving at five in the afternoon does not get in; a man arriving at eleven in the morning does not either. Süleymaniye Hamamı in Sina","Four rooms, ninety minutes, and the one thing that goes wrong more than any other: turning up in the wrong half of the day.",,,,reported,https://www.google.com/maps/search/?api=1&query=K%C4%B1l%C4%B1%C3%A7%20Ali%20Pa%C5%9Fa%20Hamam%C4%B1%20Istanbul,confirmed,2026-08-15,none
Sema — ceremony or show,rituals,,,,,,several,,,,TELL APART,,,"UNESCO proclaimed the Mevlevi Sema ceremony a Masterpiece in 2005 and inscribed it on the Representative List in 2008. What is protected is the ayin — a fixed musical form in four sections, played by a vocalist, a ney player, a kudüm drummer and cymbals — and the turning itself: the left foot planted, the right foot driving the body around it, right palm turned up to receive and left palm turned down to give. The reason an honest question exists at all is legal history. The Republic closed every tekke in 1925, and what survived of the Mevlevi order survived by being reclassified as culture and",The tennure and the sikke are worn at all three tiers. Nothing about the costume tells you what you have bought.,,,,reported,,confirmed,2026-08-15,none
